Label,Occupancy
23,Single Light Fixture
10,Tables
10,tennis courts incl courts lights benches tables bleachers nets and windscreens
39,White Vinyl Fence Linear Feet
39,Wood Fence
23,Dip
23,S
10,Marshdale Park Equipment
20,Trees Various
31,K Storage Tanks Pumps Emergency Services Training Station
31,th Avenue Lift Station incl hp pumps wetwell controls
23,Bearproof Food Lockers East Portal
23,Light Poles with glass globes
39,Metal Trash Receptacles
31,th Avenue Lift Station
10,Picnic Tables East Portal
23,Wall with Shrubs
39,x BB Court with Hoop and chainlink fence
39,ft Chainlink Fence
23,ft perimeter fencing linear feet
23,ft Tall Perimeter Fencing linear feet
10,th Street Park Metal Bleachers
32,backflow valves cages
23,Decorative Light Fixtures with Signs
23,Illuminated Lanterns Entry Sign Area
23,Small Columns ea
23,ft of Perimeter Fencing
10,Tennis Courts Equipment
31,Ranch Reservoir Pumps Netafirm System
36,Ranch Reservoir Fencing
36,Ranch Reservoir Liner
31,Ranch Reservoir Pump Building and Electrical
31,Ranch Reservoir Pump Control Systems
36,Ranch Reservoir Rock Structures K and Rip Rap K
36,Ranch Reservoir SCADA
23,CU FT Backwash Strg TnkBelow Grade
31,Gallon Tank Blue Lake
11,Parking Meters
23,Type B Lights
31,M Gallon Water Storage Tank
23,th Street Pedestrian Bridge
23,high pathway lights each
31,Above Ground Water Tanks with Fencing
23,Benchs located within the District
10,Golf Crossings
10,Illuminated Lanterns Entry Sign Area
31,Irrigation Controllers
10,Lake EstesWapiti Metal Picnic Shelters
39,Larkspur Planters
23,light poles at Inspiration Club
10,Metal Canopy Lights at Gateway Park each
10,Mobile Murals
23,Pylon Signs and Horizontal Signs
23,Small Entrace Signs
39,Standard Planters
23,Street Light Poles
39,Trash can pedistals
30,x Electronic Scoreboard
39,Dip
32,Sanitary Lines LF var locs
39,S
10,Tennis Complex
20,Trees and Shrubs
31,HP VFD Controlled skid mounted Electronic Pioneer Pump w Spare Motor Pump
39,brick pillars in perimeter fences
10,Sculptures CECHARARC
23,Light poles combination of one bulb and five bulb lights
10,Large Bench
23,CBU Mailboxes
39,ft High Rail Fence Tract F Filing No
10,ft Brickwall wMonuments Bullock Park
6,X Tuff Shed
23,Green and Tees and Bunkers
23,Inlet Structures
10,lighted monument pillars
10,Evergreen Lake Park Lot Fences
10,Bearproof Food Lockers Marys Lake
30,KW Generator
20,trees throughout open spaces maintained by District
23,Type A Lights
23,Linear Feet of Stone Walls of Varying Height up to ft
20,Evergreen only Trees
32,EMCO backflow preventers
10,Hole Monument Sign
23,A Line Flow Meter
39,AA Pivot
31,AG Metal TankMillGal N Yellow Tank
6,AGrd Metal Storage Tank Pink
31,A Well
31,A Well and Pump
31,A Well Station Filter Building
31,A Well wTelemetry
36,Abajo Peak Transmission Site EDP includes television radio tranmitter equpment
10,Abbott Park shelter
31,Above Ground K gal Water Storage Tank
31,Above Ground Gallon Tank
15,Above Ground Chemical Storage
19,Above Ground Fuel Tank Diesel
23,Above Ground Special Inlet wequipment pipes
19,Above Ground Split Fuel Tank Gal Diesel Gal Gas
31,Above Ground Steel Water Tank
19,Above ground StorageFuel Tank Diesel Convault AST
36,Above Ground Storm Sever Improvements forebays channels pond access road spillways wall with fencing outlet structure inlets manholes
31,Above Ground Water Tank and Fencing
10,Academy View Entry Monument
23,Access Control System at Inspiration Club
10,Access Panel Monument with Computer
10,Accesss Monuments
23,Accounts Receivable Increased Sublimit
31,Actiflo Building incl MIOX units gallon tanks pretreatment trains each with hp mixers hp mixer hp scraper soda ash feed systems polymer feed system gallon liquid alum tanks hp pumps controls
32,Activity Center with Irrigation and Backflow system
10,Addition and Renovation incl Site Improvements Fencing Picnic Tables Railings and Trash Receptacles
24,Addition to Fire Staton
8,Admin Digestors
8,Admin and Board Room Bldg including Fencing
8,Admin Building
8,Admin Building incl Site Improvements Signage Picnic Tables Paving
8,AdminEMS
8,Administration
8,Administration Maintenance Facility
8,Administration and Collection Resources Offices
8,Administration and Storage
31,Administration Bldg Wells each ft deep incl hp hp pumps chemical feed controls
8,Administration Building
8,Administration Building incl Site Improvements Flagpole Fencing Lighting Gate Paving
8,Administration Building incl offices server room conference rooms kitchen SI paving flagpole lighting
8,Administration Building including Outdoor Generators
8,Administration Building including Site Improvements Asphalt Fences Flagpole Bollard Lighting
8,Administration Building with Improvements
8,Administration Building including fence security gates artwork light poles and Patio roof
8,Administration Building NOC for fencing lighting signage only
8,Administration Facility fencing
8,Administration Office
8,AdministrationTennis Building including fencing lighting landscaping trashbuildings retaining walls signage
8,Administrative Building includes office garage SI paving flagpole gate bollards
8,Administrative Office
8,Administrative Office Base II Pump Station Site Improvements incl Railings Bollards Paving
8,Administrative Office incl drivethru canopy vault SI paving lighting bollards signage
25,AdministrativeGym Equipment at Meeker Intermediate School
32,Advanced Waste Water Treatment Plant includes hp pumps old filter basin wetwell piping and controls SI railings
32,Advanced Wastewater Treatment
32,Aeration Basin
32,Aeration Basin Splitter Box
32,Aeration Basins
32,Aeration Building
31,Aeration Building ccc pipes and pumps
32,Aeration SystemOzone Generator
32,Aeration Systems
32,Aerator System
32,AeratorDestratification Pipe System
32,Aerators Control Panels
32,Aerial Sewer Lines
32,Aeriation Basin Building
32,Aeriation Basin and Building
10,AGAdventure Club
10,AGAdventure Golf Miniature complex
10,AGAdventure Golf and Raceway Bumper Car Bldg
10,AGAdventure Golf and Raceway Gokart MaintenanceBathrooms
10,AGAdventure Golf Raceway Complex
30,Air Compressor
30,Air Compressors with motors
23,Air Vac Vault
31,Airport Pump Station incl Site Improvements Fencing Fuel Tank
31,Airport Water Tank M Gallon capacity welded steel tank acres NOC incl fencing
31,Airport Well
23,AJ Booster Station Aspen Juncion
8,Alamosa Mosquito Control District Administration Building
6,Alamosa Mosquito Control District Shop Building
11,Alcott Led Poles total
11,Aldefer House
11,Aldefer House Aldefer Barn
39,All Lighting Poles Fixtures Tivoli Hanging Lights Wall Mounted Fixutres Trash Enclosure Fixtures Seckner Alley
31,Alles Recharg Pond Diversion Structure SCADA
31,Alluvial Well House
31,Alluvial Recharge Facility incl main gate channels
31,Alluvial Well
31,Alluvial Well No wSubmersible Pump
31,Alluvial Well only
31,Alpen Glow Pump Station incl hp and hp pumps controls flowmeter scada valves piping
10,Alpers Farm Picnic Shelter
10,Alpers Farm Playground
31,Alsbury Reservoir Park Monitoring Shed
23,Altair Sun Shades
23,Altitude Valve Vault
6,Alum Storage Building
39,Aluminum Fencing LF
39,Aluminum Fencing Feet
39,Aluminum Gateway Feature
39,Aluminum Pipe and Valve
39,Aluminum Truncated Domes
31,Aluvial Well and Shelter
6,AmendmentsCure Shed
37,Amenity Building
37,Amenity Building including Outdoor Light Fixtures
37,Amenity Parcel Shed
10,Amphitheater Structure
10,Ampitheater Robert F Clement Park incl Sound SystemLighting
10,Angel Mist Park Fireplaces
10,Angel Mist Park Picnic Tables
10,Angel Mist Park Fire Pit
32,Angel Mist Park Irrigation Controller
10,Angel Mist Park Playground Equipment
10,Angel Mist Park Stone Walls
39,Angled Brick Wall Incl Gate
1,Annex Residence
1,Annex Resident Detached Garage incl well and septic tank
10,Announcers Booth
10,Announcers Booth Field
10,Announcers BoothField
39,Annual Beds SF
30,Antenna and Equipment
31,Antenna Only The Vault incl hp pumps valves piping and controls excluded
31,Antonoff Well
32,Anue Odor Control System for Sewer Main System
8,Apex Fieldhouse incl indoor turf fields offices lobby locker rooms community room SI incl flagpole signage lighting paving
10,Apex Recreation Center incl main auxiliary gyms ice rinks fitness center climbing wall and indoor pool SI incl flagpole fencing lighting signage paving
10,Apple Meadows Skate Park
10,Applewood Golf Course Fuel Tanks Diesel Tank
10,Applewood Golf Course Irrigation Shed
10,Applewood Golf Course Tuff Shed
10,Applewood Golf Course Cart Barn
8,Applewood Golf Course Clubhouse Snack Bar Admin Office Event Center including gate
10,Applewood Golf Course Maintenance Building
10,Applewood Golf Course Pumphouse
10,Applewood Golf Course Restroom
10,Applewood Park Fitness Area
10,Applewood Park Play System
31,Applewood Park Pump House
10,Applewood Park Restroom
10,Applewood Park Shelter
10,Arapahoe Baseball Field Shade Structures
10,Arapahoe Basin Well
10,Arapahoe Park shelter
10,Arapahoe Play Structure
10,Arapahoe Restrooms
10,Arapahoe Shelter
6,Arapahoe Storage Building South
6,Arapahoe Storage East
32,Arapahoe Treatment Plant
31,Arapahoe Well
31,Arapahoe Well Lifts and Pumps
31,Arapahoe Well A
10,Archery LeanTo
10,Archery Shelter
11,Arista Place Parking Structure w tables umbrellas fencing panels
31,ArkansasPenrose Booster Pump Station
31,ArkansasPenrose Wet Well Tank
6,Armor Storage Facility
31,Arrowhead K Gallon Steel Tank
31,Arrowhead K Tank
39,Arrowhead BPS
31,Arrowhead Pump Station SCADA
39,Arrowhead RTU
31,Arrowhead Tank MG
31,Arrowhead Tank MG Underground
31,Arrowhead Water Pump Station
10,Art Deco Benches
10,Art Sculpture
10,Artificial Turf Field
6,Arts Crafts Storage
10,Artwork Cougar
9,Artwork in Hospital
10,Artwork wStanless Base inc Foundation
8,Arvada Tennis Center Auxillary Bldg office storage
10,Arvada Tennis Center incl lobby tennis courts SI incl signage lighting fencing bollards tennis courts
31,Aspen Glen Well House with Improvements
10,Aspen Springs Playground
39,Asphalt
39,Asphalt sq ft
39,Asphalt in Alleys
11,Asphalt Parking Spaces and Sidewalks
39,Asphalt Paving Asphalt Pavement
26,Asphalt Paving Of Road Base Includes Under Curb Gutter
39,Asphalt Paving Street SignsStriping
31,ASR Pump Station
31,Assay Hill Lift M Gallon capacity concrete inground tank
4,Assistant Superintendent Residence
4,Assisted Living
4,Assisted Living Facility including Site Improvements Signage lighting bench paving
1,Atchison House acres incl carport
10,Athletic Fields Including Chain Link Back Stop Benches Bleachers and Fencing
10,Athletic Fields Lavatories
10,Athletics Facility
39,Augmentation Station SCADA Gate
11,Auto Parking Structure first floors
39,Automated Gates
32,Automated Irrigation System w Controllers
8,Auxiliary Office x
39,Auxillary PH By Ridolfo
39,Auxillary PH E end of Aspen
39,Auxillary PH By Canavan
31,Auxillary WellPump HouseWell
39,Avaya IP Communication System
10,Aviator PoolF bathhousefixtures playground
39,Avon BPS
39,Avon RTU
39,Avon Prater RTU
10,Avon Public Library
31,Avon Raw Water Intake
31,Avon Tank MG Underground
32,Avon Water Treatment Facility
32,Avon Prater PRV
8,AWWTP Admin Office
32,AWWTP Headworks Building
32,AWWTP Odor Control Building
32,AWWTP Aerated Grit Basin
32,AWWTP Aeration Basins
32,AWWTP Disinfection Building
32,AWWTP MCC Building
32,AWWTP Plant Only
32,AWWTP Primary Pump Station
32,AWWTP Primary Sed Basin
32,AWWTPGenerator KW
39,B Booster Station
39,B Line Flow Meter
31,B B Lift station
3,Bachelor Gulch BPS
31,Bachelor Gulch Regional Tank MG Underground
31,Bachelor Gulch Regional Tank RTU
3,Bachelor Gulch RTU
31,Bachelor Gulch Tank MG Underground
32,Back Flow Prevent
30,Back Up Generator
10,Backed Armless Bench
32,Backflow Columbine Hills
10,Backflow Columbine Park and Pool
32,Backflow Lakehurst Park
32,Backflow Device
32,Backflow Device and Cover
32,Backflow Enclosures
32,Backflow Preventer Light Rail Connection
32,Backflow Preventer Irrigation Control
32,Backflow Preventer Irrigation Controller
32,Backflow Preventer Control Valves Irrigation Controllers
32,Backflow Preventers at each
32,Backflow Preventers and Covers
32,Backflow Preventers wEnclosure
32,Backflow Preventers weqp ea
32,Backflow Prevention Assembly Cage
32,Backflow Prevention Assembly Including Cages
32,Backflow Prevention Device
32,Backflow Prevention Device Cover
32,Backflow Preventor
32,Backflow Preventor Febco
32,Backflow Preventor S J
32,Backflow Preventor Febco YA
32,Backflow Preventor SA
32,Backflow Preventors Controllers
32,Backflow Valve
32,Backflow valve
32,Backflow valve Foxton Subdivision
32,Backflow valve North Range Village Subdivision
32,Backflows
10,Backless Armless Bench
10,BackstopBallfield Columbine Sports Park
10,BackstopBallfield Jim Hoida Park
10,BackstopBallfield Trappers Glen Park
10,BackstopBallfields Robert F Clement Park
10,BackstopBaseball Field Wayside Meadows Park
10,BackstopBaseball Field Weaver Hollow
10,BackstopBaseball Field Woodmar Square Park
10,BackstopFencing Easton Regional Park
10,BackstopsBallfields Columbine Hills
10,BackstopsBallfields Schaefer Athletic Complex
31,Backwash Pump House
32,Backwash Tank
39,Baffle Curtains
10,Baker Recreation Center
10,Balcon Parkincl monuments flagpole bleachers benches playground and basketball court
39,Bald Mountain DTR Repeater Site
31,Baldy Lift Station Generator
10,Ball field lights
10,Ball Fields Fences Soccer Goals and Backstop
6,Ball Shed
10,Ballfield Lighting SysPurchase Aug
10,BALLFIELD LIGHTING UPGRADE
10,BallfieldCinder Block Dug Out of these
10,Band Stand
10,Banners
10,Banners Marketing
30,BannersLightpolesElectrical
10,Banning Lewis Ranch Aquatic Center
31,Bar CCC Pump Station w Telemetry
10,Barefoot Park Backstop
10,Barefoot Park Concrete Fence
10,Barefoot Park Playground Equipment
10,Barefoot Park Rink Border
32,Barefoot Park Irrigation Controller
20,Barn
20,Barn with Sides
20,BarnStable
10,Barnes Park Playground
39,Barricades
31,Base I Pump Station Site Improvements Fencing
31,Base II Well
31,Base III Site I Well Pumps Motors
31,Base III to II PRV
31,Base III Site Wells
31,Base III Supplemental A Well
31,Base III Supplemental B Well
10,Baseball backstop fencing
10,Baseball Diamond Fencing Bleachers
10,Baseball Fencing Dugouts
10,Baseball Field
10,Baseball Field Dugouts Field units
10,Baseball Field Dugouts Stanley Park
10,Baseball Field Fencing Stanley Park
10,Baseball Fields Fencing Backstops Dugouts Bleachers
10,Baseball Lighting System Stanley Park
10,BaseballSoftball Fields
30,Baseline Controller
10,Basket Ball Court Stanley Park
10,Basketball and Tennis Courts
10,Basketball Court
10,Basketball Court Open concept
10,Basketball Court backboardsfence
10,Basketball Court Columbine Hills Park
10,Basketball Court Eagle Meadows Park
10,Basketball Court Easton Regional Park
10,Basketball Court Estates Park
10,Basketball Court Lilley Gulch Center
10,Basketball court The Metro bldg
10,Basketball Court Trappers Glen Park
