Occupancy description,scheme,label
"3"" Trees (10)",ATC,20
"3"" Trees (15)",ATC,20
"3"" Trees (28)",ATC,20
"3"" Trees (33)",ATC,20
"3,000 Gallon Underground Diesel Fuel Tank with Gauge & Leak Detector",ATC,19
"3,425ft - Split rail fencing",ATC,23
"3,520ft - 6ft tall perimeter fencing",ATC,23
"3,800 ft of Split Rail Perimeter Fencing",ATC,23
"3,900ft - 6ft tall privacy fencing",ATC,23
3.6 Million Gallon Water Tank with Improvements,ATC,31
"3/4"" Backflow #J005926",ATC,32
"3/4"" Backflow Prevention Assembly",ATC,32
"3/4"" Irrigation Meter & Controller",ATC,32
3/4? Backflow,ATC,32
3? Backflow Preventer,ATC,32
30 4' Benches,ATC,10
30 Light Poles,ATC,23
30 Pedestrian Lights,ATC,23
"30 Pedestrian Lights, Double Luminaries",ATC,23
30 x 50 Shed,ATC,23
"30"" Valve Vaults",ATC,23
"30,000 Gal Tank",ATC,31
"30,000 Gallon Clear Well Tank",ATC,31
30.  Sugarbush Graham Park Equip.,ATC,10
300 lf of cable fencing,ATC,23
"300,000 Gallon Above Ground Tank @ LFH-2 (welded steel tank) incl: scada",ATC,31
"300,000 Gallon Tank",ATC,31
"300,000 Gallon Underground Water tank",ATC,31
"300,000 Gallon Water Tank - Above Ground",ATC,31
"300,000 Water Tank",ATC,31
3000 Planted Trees and Shrubs,ATC,20
"30000 Gal. Propane Tank w/Vaporizer, Bulkhead, 2 regulators (with piping) & associated ancillary hardware",ATC,20
300K Gallon Underground Water Tank with Site Improvements,ATC,31
304 trees in open spaces owned/maintained by District,ATC,20
30x50 Cleary Frame Metal Clad Storage/Shop Building,ATC,6
31 Bike Racks,ATC,10
"31,300 G. Water Tank and SCADA System",ATC,31
31.  Stagecoach Park,ATC,10
32 Mail Kiosks,ATC,23
325 Trees,ATC,20
33 Single Lights,ATC,23
3350 Linear Feet of Fence throught the District,ATC,39
35 Blue Planters,ATC,39
35 Single Street Lights,ATC,23
"350 Light Poles @$2,500 each",ATC,23
"350,000 Gal Steel Above Ground Storage",ATC,6
"36 - 30 ft. street lights @ $2,942 ea.",ATC,23
36' Pavillion Picnic Structure,ATC,10
37 Double Street Lights,ATC,23
37 Irrigation Smart Controllers,ATC,32
37 Light Poles - Light Rail Connection,ATC,23
37 Perimeter Fence Stone/Brick Columns,ATC,39
38 Picnic Tables - Lake Estes Trail,ATC,10
38 Sprinkler Controll Units,ATC,23
3-Bay Garage,ATC,23
3-Phase Generator,ATC,30
"3-Rail Wood Fences 64,297 LF & Masonry Pilasters",ATC,39
"3-rail, 4ft tall split rail fencing - 5,630 linear feet",ATC,23
3rd Floor Headquarters - Includes 2 Generators and RTU Unit,ATC,30
4 Annual Planters,ATC,39
4 Back-flow preventers,ATC,23
"4 Backflow Preventers, 3 Aux. Pumps, 3 Irrigation Timers",ATC,31
4 Bearproof Trash/Recycle Cans Marys Lake,ATC,10
4 Benches,ATC,10
4 Benches - Conejos Plaza,ATC,10
4 double light fixtures,ATC,23
4 Entry Monuments,ATC,10
4 foot fence (Type 2) 19329',ATC,39
4 Grain Bins,ATC,23
4 Grills,ATC,10
4 Horse Statues,ATC,10
4 Iron Gates Wing & Operator,ATC,23
4 Irrigation Clocks / 1@ 168th &  40th,ATC,32
4 LED Street Lights,ATC,23
4 Lined Ponds,ATC,10
4 Metal Benches (SM) - Light Rail Connection,ATC,10
4 Metal Benches at Gateway Park--$1200 each,ATC,10
4 Metal Benches at Parkwood Park--$1200 each,ATC,10
4 Metal Lights around Waterfall at Gateway Park--$5200 each,ATC,10
4 Metal Picnic Tables at Gateway Park--$1800 each,ATC,10
4 Metal Trash Cans at Gateway Park--$720 each,ATC,10
4 Meter Pits and 2 Pumphouse Meters,ATC,31
4 Million Gallon Tank,ATC,31
4 Monument Signs,ATC,10
4 Neighborhood Entrance Monuments,ATC,10
4' Orn. Iron Fence Column,ATC,39
4 Outside Stone Planters,ATC,39
4 Park Lights,ATC,10
4 Pet waste Stations,ATC,23
4 Picnic Table Shelters at Mary's Lake Campground,ATC,10
4 Planters,ATC,39
4 Rainbird 32 Zone Controllers,ATC,23
4 SCADA Transmitters,ATC,30
4' Split Rail Fence,ATC,39
4' Stone Columns,ATC,10
4' Stone Columns 12 each,ATC,10
4' Stone Columns w/Plaquess 2 each,ATC,10
4 Tennis Court Nets,ATC,10
4 Tennis Courts (Lights/Fencing/Surface),ATC,10
4' Three Rail Fence w/ Column,ATC,39
4 Trash Receptacles,ATC,39
4 Unit apartment Building - (2) 2 Bedrooms & (2) 1 bedroom,ATC,2
"4 water feature pumps at $22,257 ea",ATC,31
4' Wood Fence (Type 2)   (18404'),ATC,39
4 Wooden Benches,ATC,10
"4,200 linear feet of perimeter fencing (including 34 brick columns) along 112th Ave and 85 Highway",ATC,23
"4,600 linear feet of 6-ft tall perimeter fencing (see fence map showing locations of District-maintained fences)",ATC,39
40  100W Sidewalk/Median Pole Lights  throughout District,ATC,23
40 Evergreen Trees throughout District,ATC,20
"40 Irrigation Systems @ $15,000 each underground & above ground equipment",ATC,32
40 Metal Picnic Tables,ATC,10
40 Metal Street Lights,ATC,23
40 Single Light Fixtures,ATC,23
40 x 8 Metal Storage Container (Rented),ATC,6
"40,000 Gallon Tank",ATC,31
400 Trees,ATC,20
"400,000 Gal. Concrete Water Tank",ATC,31
4000 Gallon Diesel Above Ground Tank,ATC,23
41 32' Pole Street Lighting double head,ATC,23
41 Parking Kiosk,ATC,11
42 Brick Pedistal & Fencing,ATC,23
4200 Parfet Meter Hut,ATC,23
43 Acres of Fence with gate,ATC,39
43 Neighborhood Signs,ATC,23
"440,000 Gallon Water Vault",ATC,31
46 Single Light Fixtures,ATC,23
47 Fire Hydrants (per schedule on file),ATC,24
"47 Type ""G"" Lights",ATC,23
48 Station,ATC,23
48 Station + backflow,ATC,32
48 Station + backflows,ATC,32
48 Station Controller + Backflow,ATC,32
48 x 8 Aluminum Storage Container,ATC,6
"48"" 3-Rail Ameristar Fencing on Tract I",ATC,23
49 In Ground Lighting,ATC,23
"4-ft tall, 3 rail split rail fencing - 7,100 linear feet",ATC,23
"4-level Pre-cast Parking Garage (203 stalls), Schindler Traction Elevator, Transit Center Waiting Area includes restrooms",ATC,11
4M Gallon Water Tank incl Site Improvements (Fencing),ATC,31
4-Unit Apartment Bulding (575) & Covered Parking incl: (4) residential units. SI: signage & bollards,ATC,11
4X4 Split Rail Fencing,ATC,23
4X6 Fencing,ATC,23
5 - 8ft picnic tables,ATC,10
5 .Backflow Prevention Devices,ATC,32
5 Backflow Valves,ATC,32
5 backflow valves (including cages),ATC,32
5' Benches - 8,ATC,10
5 Bike Racks,ATC,10
"5 BPP: Testing Equip - (CC-7, PC-1, CT-1, CT-P1, CT-P2)",ATC,30
5 Brick Columns,ATC,23
5 Controllers,ATC,23
"5 fiberglass/metal signs $5,000",ATC,23
5 foot fence (Type 1 ) 4194',ATC,39
5 ft. Privacy Fence,ATC,39
5 Generators,ATC,30
5 Irrigation Controls,ATC,32
5 Large Entrace Signs,ATC,23
5 Manholes & 600 LF SDR 26 Pipe,ATC,23
5 Metal Park Benches,ATC,10
5 monument signs (including lighting) along Bromley Lane,ATC,10
5 Monuments,ATC,10
"5 monuments			",ATC,10
5 Park Benches,ATC,10
5 Picnic Tables/4 Trash Rec/4 BBQ Grills,ATC,10
5 Polygon Shelters,ATC,23
5 Rainbird 12 Zone Clocks,ATC,23
5 sets of Bleachers,ATC,10
5 Small Banner Signs,ATC,10
5 Small Monuments,ATC,10
5 Steel/Log Signs,ATC,23
5 Stop sign (standard street post),ATC,23
5 Stop sign (stone/wood monument)w/signs,ATC,10
5 Trash Receptacles,ATC,39
"5 Wells: #210, #211, #214, #217 and #206",ATC,31
5' Wood Fence (Type 1)  (15900'),ATC,39
"5' wood Fence (Type 1) (12,545') Summerfields/Preserve",ATC,39
5' wood Fence (Type 1) (1917')  Tallgrass,ATC,39
5' wood Fence (Type 1) (2554')  Meritage/Prairieview,ATC,39
"5"" Trees (9)",ATC,20
"5,000 Gallon Pre-Fab Concrete Cistern",ATC,23
"5,800 linear feet of wood fencing; see district fence map for district-owned fence locations",ATC,39
5.  Maintenance Building,ATC,23
5;  6' benches,ATC,10
50 - 3 year old trees,ATC,20
50 Bike Racks,ATC,10
"50,000 Gal Above Ground Water Tank #1",ATC,31
"50,000 Gal Above Ground Water Tank #2",ATC,31
"50,000 Gallon Steel Water Tank",ATC,31
"50,000 Gallon Tank - underground",ATC,31
500 Gal Fuel Storage Tank,ATC,19
500 Gallon Above Ground Chlorine Tank,ATC,15
500 Gallon Above Ground Storage Tank - regular fuel,ATC,19
500 Gallon Above Ground Storage Tank (diesel),ATC,6
500 Gallon Fuel Tank including Contents (the fuel itself),ATC,19
"500,000 Gal Water Strg Tnk - Below Grade",ATC,31
"500,000 gallon above ground",ATC,31
"500,000 Gallon capacity Water Tank; welded steel tank.",ATC,31
"500,000 Gallon Tank - Aspen Junction",ATC,31
"500,000 Gallon Tank & Controls",ATC,31
"500,000 gallon tank; welded steel tank",ATC,31
"500,000 gallon Water Storage Tank",ATC,31
"500,000 Gallon Water Tank",ATC,31
"500,000 Gallon Water Tank including Fencing",ATC,31
5000 Planted Trees & Shrubs,ATC,20
500K Gallon Water Tank,ATC,31
"508,000 Gallon Water Vault",ATC,31
51 Picnic Tables - Estes Park CG at Mary's Lake,ATC,10
"518,000 Water Vault",ATC,31
5259 linear ft of stone fencing & 19949,ATC,23
52nd Place Lift Station,ATC,31
531 Garage Bldg B,ATC,7
531 Office Bldg A,ATC,8
531 Storage Bldg D,ATC,7
"54 - 25ft Street lights @ 2,742 each",ATC,23
54 Backflow preventers throughout District $2500 each,ATC,32
54 x 123 gravel playground with playground equipment,ATC,10
55 Fire Hydrants Throughout District,ATC,24
5-Gallon Ornamental Grasses (67),ATC,23
5-Gallon Shrubs (82),ATC,23
6 Alameda Lights,ATC,23
6 Backflow Preventers,ATC,32
6 Backflow Preventors,ATC,32
6 Benches,ATC,10
6 Bike Racks,ATC,10
6' Cedar Fence,ATC,39
6 Concrete Planters on Rock Columns,ATC,39
6 Conservatory Ponds & Trickle Channel,ATC,23
6 Entry Way Monuments,ATC,10
6 ft. Metal Fence Surrounding Pool,ATC,10
6 Ft. Privacy Fencing,ATC,23
6' high Wood Fence,ATC,39
"6 Illuminated Lanterns, 7 Illuminated Letters & 1 Illuminated Logo",ATC,23
6 inch pressure valve,ATC,23
6' Ironwood Privacy Fence w/ Masonry Columns,ATC,39
6 Irrigation Controls,ATC,32
6 large Planters,ATC,39
6 Lights,ATC,23
6 Metal Benches (LG) - Light Rail Connection,ATC,10
6 Metal Trash Cans,ATC,39
6 Mill Water storage tank/concrete,ATC,31
6' Ornamental Wall Fence,ATC,39
6 pedistal w/ lights,ATC,23
6 Picnic Tables,ATC,10
6 Planters,ATC,39
6 Planters - Conejos Plaza,ATC,10
6' Privacy Fence,ATC,39
6' Privacy Fence w/ Column,ATC,39
6 SCADA Sites,ATC,23
6 sets of inground lighting,ATC,23
6 Shade Structures,ATC,23
6 Single Light Fixture,ATC,23
6 Tables,ATC,10
"6 tennis courts incl: courts, lights, benches, tables, bleachers, nets and windscreens",ATC,10
6 Trash Receptacles,ATC,39
"6' White Vinyl Fence (7,385 Linear Feet)",ATC,39
6' Wood Fence  (340'),ATC,39
6' Wooden Benches - 27,ATC,10
"6"" Dip",ATC,23
6)  S - 1,ATC,23
6.  Marshdale Park Equipment,ATC,10
60 Irrigation Controllers,ATC,32
60 Trees Various,ATC,20
"60,000 Gal Tank",ATC,31
"60,000 Gallon Tank - Aspen Junction",ATC,31
60K Storage Tanks & Pumps - Emergency Services Training Station,ATC,31
"60th Avenue Lift Station (incl. (2) 7.5 hp pumps, wetwell & controls)",ATC,31
63 Backflow Preventers,ATC,32
64 Bearproof Food Lockers East Portal,ATC,23
64 Light Poles with 448 glass globes,ATC,23
64 Metal Trash Receptacles,ATC,39
64th Avenue Lift Station,ATC,31
65 Picnic Tables - East Portal,ATC,10
65' Wall with Shrubs,ATC,23
"66"" Picnic Tables",ATC,10
67 Street Lights,ATC,23
67 x 106 BB Court with Hoop and 424' chainlink fence,ATC,39
6ft Chainlink Fence,ATC,39
"6ft perimeter fencing -  1,100 linear feet",ATC,23
"6-ft Tall Perimeter Fencing - 5,000 linear feet",ATC,23
6th Street Park - Metal Bleachers,ATC,10
7 Backflow Preventers,ATC,32
7 backflow valves & cages,ATC,32
7 Bike Racks,ATC,10
7 Bollards,ATC,23
7 Decorative Light Fixtures with Signs,ATC,23
7 Illuminated Lanterns Entry Sign Area,ATC,23
7 Irrigation Controls,ATC,32
7 Metal Picnic Tables,ATC,10
7 Park Benches,ATC,10
"7 Small Columns @ $2,438 ea",ATC,23
7)  S - 2,ATC,23
"7,150 ft of Perimeter Fencing",ATC,23
7.  Tennis Courts & Equipment,ATC,10
70 Ranch Reservoir - 5 Pumps (2015 Netafirm System),ATC,31
70 Ranch Reservoir - Fencing,ATC,36
70 Ranch Reservoir - Liner,ATC,36
70 Ranch Reservoir - Pump Building and Electrical,ATC,31
70 Ranch Reservoir - Pump Control Systems,ATC,31
70 Ranch Reservoir - Rock Structures ($200K) and Rip Rap ($800K),ATC,36
70 Ranch Reservoir - SCADA,ATC,36
"700,000 Gallon Tank",ATC,31
7229 CU FT Backwash Strg Tnk-Below Grade,ATC,23
"75,000 Gal Above Ground Tank",ATC,31
"750,000 Gallon Tank - Blue Lake",ATC,31
76 Streetlights,ATC,23
76 Trash Cans,ATC,39
77 Parking Meters,ATC,11
"77 Type ""B"" Lights",ATC,23
78 Light Poles,ATC,23
7M Gallon Water Storage Tank,ATC,31
7th Street Pedestrian Bridge,ATC,23
"8 42"" high pathway lights @ $980 each",ATC,23
8 Above Ground Water Tanks with Fencing,ATC,31
8 Backflow Preventers,ATC,32
8 Benchs - located within the District,ATC,23
8 Bike Racks,ATC,10
8' Cedar Fence,ATC,39
8 Dog Stations,ATC,10
8 Golf Crossings,ATC,10
8 Illuminated Lanterns - Entry Sign Area,ATC,10
8 Irrigation Controllers,ATC,31
8 Lake Estes/Wapiti Metal Picnic Shelters,ATC,10
8 Larkspur Planters,ATC,39
8 light poles at Inspiration Club,ATC,23
8 Mailbox Units,ATC,23
8 Metal Canopy Lights at Gateway Park--$500 each,ATC,10
8 Mobile Murals,ATC,10
8 Monuments,ATC,10
8 Planters,ATC,39
8 Pylon Signs and 5 Horizontal Signs,ATC,23
8 Small Entrace Signs,ATC,23
8 Standard Planters,ATC,39
8 Street Light Poles,ATC,23
8 Street Lights,ATC,23
8 Trash can pedistals,ATC,39
8 Trash Receptacles,ATC,39
8 x 8 Electronic Scoreboard,ATC,30
"8"" Dip",ATC,39
"8"" Sanitary Lines 24,484 LF @var locs",ATC,32
8)  S - 3,ATC,39
8.  Tennis Complex,ATC,10
8; 6' Benches,ATC,10
80 Trees,ATC,20
80 Trees and Shrubs,ATC,20
"80,000 Gal Tank",ATC,31
"80,000 Gallon Tank",ATC,31
800 HP VFD Controlled skid mounted Electronic Pioneer Pump w/ Spare Motor Pump,ATC,31
82 brick pillars in perimeter fences,ATC,39
82 Sculptures (CE-CHAR-ARC-7),ATC,10
83 Light poles (combination of one bulb and five bulb lights),ATC,23
"86"" Large Bench",ATC,10
88 CBU Mailboxes,ATC,23
"888 ft 4' High 3-Rail Fence - Tract F, Filing No. 5",ATC,39
8ft. Brickwall w/Monuments; Bullock Park,ATC,10
8X10 Tuff Shed,ATC,6
9 Backflow Preventers,ATC,32
9 Bike Racks,ATC,10
9 Green and Tees and 24 Bunkers,ATC,23
9 Inlet Structures,ATC,23
9 lighted monument pillars,ATC,10
9 Picnic Tables,ATC,10
9 Rainbird 40 Zone Controllers,ATC,23
9)  S - 4,ATC,39
9.  Evergreen Lake Park Lot / Fences,ATC,10
90 Bearproof Food Lockers Mary's Lake,ATC,10
900 KW Generator,ATC,30
95 trees throughout open spaces maintained by District,ATC,20
950 Deciduous and Evergreen Trees,ATC,20
9530 LF 6' privacy fence.,ATC,39
96 Type A Lights,ATC,23
972 Linear Feet of Stone Walls of Varying Height up to 3 ft,ATC,23
980 Evergreen only Trees 10',ATC,20
9-EMCO 1 1/2 backflow preventers,ATC,32
9-Hole Monument Sign,ATC,10
A Line Flow Meter,ATC,23
A&A Pivot,ATC,39
A/G Metal Tank-1MillGal N Yellow Tank,ATC,31
A/Grd Metal Storage Tank - Pink,ATC,6
A1 Well,ATC,31
A-1 Well,ATC,31
A-1 Well and Pump,ATC,31
A-1 Well Station & Filter Building,ATC,31
A-2 Well,ATC,31
A-2 Well and Pump,ATC,31
A-2 Well w/Telemetry,ATC,31
Abajo Peak Transmission Site - EDP includes television -radio tranmitter equpment.,ATC,36
Abbott Park - shelter,ATC,10
Above Ground 150K gal Water Storage Tank,ATC,31
"Above Ground 300,000 Gallon Tank",ATC,31
Above Ground 500K gal Water Storage Tank,ATC,31
"Above Ground 675,000 Gallon Tank",ATC,31
Above Ground Chemical Storage,ATC,15
"Above Ground Fuel Tank - 1,606 Diesel",ATC,19
Above Ground Special Inlet w/equipment & pipes,ATC,23
Above Ground Split Fuel Tank - 551 Gal. Diesel & 502 Gal. Gas,ATC,19
Above Ground Steel Water Tank,ATC,31
Above ground Storage-Fuel Tank-  Diesel Convault 500AST,ATC,19
"Above Ground Storm Sever Improvements (forebays, channels, pond access road, spillways, wall with fencing, outlet structure, inlets, manholes)",ATC,36
Above Ground Water Tank and Fencing,ATC,31
Academy View Entry Monument,ATC,10
Access Control System at Inspiration Club,ATC,23
Access Panel Monument with Computer,ATC,10
Accesss Monuments (2),ATC,10
Accounts Receivable - Increased Sublimit,ATC,23
"Actiflo Building  incl: (2) MIOX units, (2) 500 gallon tanks, (2) pretreatment trains, each with (2) 3hp mixers, (1) 5hp mixer, & (1) 4hp scraper, (3) soda ash feed systems, polymer feed system, (2) 6000 gallon liquid alum tanks, (6) 5hp pumps & controls.",ATC,31
Activity Center with Irrigation and Backflow system,ATC,32
"Addition and Renovation incl. Site Improvements (Fencing, Picnic Tables, Railings, and Trash Receptacles)",ATC,10
Addition to Fire Staton #2,ATC,24
Admin - Digestors (4),ATC,8
Admin and Board Room Bldg including Fencing,ATC,8
Admin Building,ATC,8
"Admin Building incl Site Improvements (Signage, Picnic Tables, Paving)",ATC,8
Admin/EMS,ATC,8
Administration,ATC,8
Administration / Maintenance Facility,ATC,8
Administration and Collection Resources Offices,ATC,8
Administration and Storage,ATC,8
"Administration Bldg - Wells 9 & 10 each 100 ft. deep (incl. (2) 10hp & (1) 40hp pumps, chemical feed & controls)",ATC,31
Administration Building,ATC,8
Administration Building #1,ATC,8
"Administration Building incl Site Improvements (Flagpole, Fencing, Lighting, Gate & Paving)",ATC,8
"Administration Building incl: offices, server room, (2) conference rooms, & kitchen.  SI: paving, flagpole & lighting.",ATC,8
Administration Building including 2 Outdoor Generators,ATC,8
"Administration Building including Site Improvements (Asphalt, Fences, Flagpole, Bollard Lighting)",ATC,8
Administration Building with Improvements,ATC,8
"Administration Building, including fence, security gates, artwork, light poles and Patio roof",ATC,8
"Administration Building.  NOC for fencing, lighting, signage only.",ATC,8
Administration Facility & fencing,ATC,8
Administration Office,ATC,8
"Administration/Tennis Building, including fencing, lighting, landscaping, trashbuildings, retaining walls, signage",ATC,8
"Administrative Building includes: office & garage.  SI: paving, flagpole, gate & bollards.",ATC,8
Administrative Office,ATC,8
"Administrative Office & Base II Pump Station. Site Improvements incl Railings, Bollards & Paving",ATC,8
"Administrative Office incl: drive-thru canopy & vault.  SI: paving, lighting, bollards & signage",ATC,8
Administrative/Gym Equipment at Meeker Intermediate School,ATC,25
"Advanced Waste Water Treatment Plant includes: (2) 30hp pumps, old filter basin, wetwell, piping, and controls.  SI: railings.",ATC,32
Advanced Wastewater Treatment,ATC,32
Aeration Basin,ATC,32
Aeration Basin #1,ATC,32
Aeration Basin #2,ATC,32
Aeration Basin #3,ATC,32
Aeration Basin #4,ATC,32
Aeration Basin 1,ATC,32
Aeration Basin 2,ATC,32
Aeration Basin 3,ATC,32
Aeration Basin Splitter Box,ATC,32
Aeration Basins,ATC,32
Aeration Building,ATC,32
Aeration Building - ccc pipes and pumps,ATC,31
Aeration System/Ozone Generator,ATC,32
Aeration Systems,ATC,32
Aerator System,ATC,32
Aerator/Destratification Pipe System,ATC,32
Aerators & Control Panels,ATC,32
Aerial Sewer Lines,ATC,32
Aeriation Basin #1 & Building,ATC,32
Aeriation Basin #2 and Building,ATC,32
AG-Adventure Club,ATC,10
AG-Adventure Golf (Miniature) complex,ATC,10
AG-Adventure Golf and Raceway Bumper Car Bldg,ATC,10
AG-Adventure Golf and Raceway Gokart Maintenance/Bathrooms,ATC,10
AG-Adventure Golf Raceway Complex,ATC,10
Air Compressor,ATC,30
Air Compressors - 2 with motors,ATC,30
Air Vac Vault,ATC,23
Airport Pump Station incl Site Improvements (Fencing & Fuel Tank),ATC,31
"Airport Water Tank, 1M Gallon capacity, welded steel tank. (80 acres).  NOC incl. fencing.",ATC,31
Airport Well,ATC,31
AJ Booster Station - Aspen Juncion,ATC,23
Alamosa Mosquito Control District:  Administration Building,ATC,8
Alamosa Mosquito Control District:  Shop Building,ATC,6
Alcott Led Poles-16 total,ATC,11
Aldefer House,ATC,11
Aldefer House:  Aldefer Barn,ATC,11
"All Lighting - Poles, Fixtures, Tivoli Hanging Lights, Wall Mounted Fixutres & Trash Enclosure Fixtures Seckner Alley",ATC,39
Alles Recharg Pond Diversion Structure & SCADA,ATC,31
Alluvial 1 Well House,ATC,31
Alluvial Recharge Facility (incl: main gate & channels),ATC,31
Alluvial Well,ATC,31
Alluvial Well - 2,ATC,31
Alluvial Well #1,ATC,31
Alluvial Well #15,ATC,31
Alluvial Well #17,ATC,31
Alluvial Well #2,ATC,31
Alluvial Well #3,ATC,31
Alluvial Well #4,ATC,31
Alluvial Well #7,ATC,31
Alluvial Well No. 1 w/Submersible Pump,ATC,31
Alluvial Well only #9,ATC,31
"Alpen Glow Pump Station - incl. (1) 50hp and (2) 30hp pumps, controls, flowmeter, scada, valves, & piping",ATC,31
Alpers Farm - Picnic Shelter,ATC,10
Alpers Farm - Playground,ATC,10
Alsbury Reservoir Park - Monitoring Shed,ATC,31
Altair Sun Shades,ATC,23
Altitude Valve Vault,ATC,23
Alum Storage Building #8,ATC,6
"Aluminum Fencing - 2,880 LF",ATC,39
Aluminum Fencing - 960 LF,ATC,39
Aluminum Fencing (450 Feet),ATC,39
Aluminum Fencing (660 Feet),ATC,39
Aluminum Gateway Feature,ATC,39
Aluminum Pipe and Valve,ATC,39
Aluminum Truncated Domes,ATC,39
Aluvial Well -1 and Shelter,ATC,31
Amendments/Cure Shed,ATC,6
Amenity Building,ATC,37
Amenity Building including Outdoor Light Fixtures,ATC,37
Amenity Parcel - Shed,ATC,37
Amphitheater Structure,ATC,10
"Ampitheater @ Robert F. Clement Park, incl. Sound System/Lighting",ATC,10
Angel Mist Park - 3 Fireplaces,ATC,10
Angel Mist Park - 3 Picnic Tables,ATC,10
Angel Mist Park - Fire Pit,ATC,10
Angel Mist Park - Irrigation Controller,ATC,32
Angel Mist Park - Playground Equipment,ATC,10
Angel Mist Park - Stone Walls,ATC,10
Angled Brick Wall Incl Gate,ATC,39
Annex Residence,ATC,1
Annex Resident Detached Garage incl. well and septic tank,ATC,1
Announcers Booth,ATC,10
Announcer's Booth,ATC,10
Announcer's Booth Field 1,ATC,10
Announcer's Booth Field 2,ATC,10
Announcer's Booth-Field 3,ATC,10
Annual Beds - 386 SF,ATC,39
Annual Beds - 598 SF,ATC,39
